;Cust_id;Year;Nationality_id;Country_booked;Nationality;Frequency;Promo_id;Recency;Country_booked_id;Score
15414;26364;2019;43;Australia;ID;2;3;210;4;7
17331;29694;2019;43;Canada;ID;2;3;88;4;7
3753;6376;2019;43;Indonesia;ID;2;3;272;2;5
12909;22135;2019;81;Philippines;PH;2;2;486;2;4
1704;2913;2019;43;Japan;ID;2;2;149;4;6
8197;14096;2019;81;Hong Kong;PH;2;4;118;4;8
15405;26343;2019;81;Japan;PH;2;2;149;4;6
12893;22110;2019;43;Australia;ID;2;2;180;4;6
8193;14086;2019;81;Philippines;PH;2;4;58;2;6
11179;19192;2019;43;Indonesia;ID;2;2;88;2;4
11178;19189;2019;43;Indonesia;ID;2;2;272;2;4
12891;22108;2019;17;Indonesia;CH;2;4;58;2;6
3796;6457;2019;43;Indonesia;ID;2;2;58;2;4
11144;19109;2019;81;USA;PH;2;2;118;4;6
8266;14218;2019;81;Indonesia;PH;2;3;333;2;5
11143;19108;2019;103;Australia;US;2;4;664;4;8
8150;14026;2019;53;Japan;JP;2;4;118;4;8
1611;2760;2019;39;Indonesia;HK;2;4;180;2;6
3829;6526;2019;43;USA;ID;2;3;118;4;7
1607;2755;2019;81;Philippines;PH;2;2;118;2;4
11257;19343;2019;81;France;PH;2;2;241;4;6
1604;2749;2019;81;Japan;PH;2;2;58;4;6
12853;22042;2019;43;Indonesia;ID;2;2;302;2;4
11259;19345;2019;43;Indonesia;ID;2;2;302;2;4
3837;6539;2019;103;Canada;US;2;2;364;4;6
11097;19031;2019;43;Indonesia;ID;2;2;149;2;4
11264;19353;2019;81;Philippines;PH;2;2;118;2;4
17458;29927;2019;46;Indonesia;IN;2;4;180;2;6
3843;6554;2019;5;Australia;AU;2;2;363;4;6
12982;22264;2019;43;Indonesia;ID;2;3;271;2;5
15323;26200;2019;43;Hong Kong;ID;2;2;58;4;6
17276;29595;2019;81;Japan;PH;2;4;726;4;8
8302;14269;2019;93;Singapore;SG;2;4;88;2;6
12860;22053;2019;43;Indonesia;ID;2;4;180;2;6
1646;2811;2019;5;Philippines;AU;2;2;180;2;4
8268;14220;2019;76;Philippines;NZ;2;4;118;2;6
17402;29816;2019;56;Peru;KR;2;4;302;4;8
15372;26291;2019;43;Thailand;ID;2;2;455;4;6
8173;14063;2019;93;Singapore;SG;2;3;333;2;5
8271;14223;2019;43;Japan;ID;2;2;58;4;6
8272;14223;2019;43;United Kingdom;ID;2;2;486;4;6
11130;19088;2019;43;Indonesia;ID;2;2;333;2;4
6326;10922;2019;81;South Korea;PH;2;4;726;4;8
12866;22060;2019;43;Indonesia;ID;2;3;88;2;5
11126;19081;2019;43;USA;ID;2;3;302;4;7
6331;10928;2019;43;Australia;ID;2;2;424;4;6
17424;29860;2019;43;Indonesia;ID;2;2;179;2;4
17425;29861;2019;43;Indonesia;ID;2;2;486;2;4
8291;14251;2019;93;Singapore;SG;2;4;240;2;6
8041;13856;2019;43;Indonesia;ID;2;2;455;2;4
3600;6094;2019;43;Indonesia;ID;2;3;211;2;5
11358;19526;2019;43;Australia;ID;2;4;118;4;8
2019;3424;2019;93;United Arab Emirates;SG;2;4;695;4;8
7933;13674;2019;81;Japan;PH;2;3;149;4;7
1243;2121;2019;43;USA;ID;2;2;118;4;6
8629;14860;2019;43;Indonesia;ID;2;2;240;2;4
7928;13667;2019;43;Indonesia;ID;2;2;302;2;4
1239;2114;2019;39;Japan;HK;2;3;333;4;7
13225;22688;2019;43;Japan;ID;2;2;118;4;6
6604;11388;2019;43;Indonesia;ID;2;2;149;2;4
10791;18517;2019;93;South Korea;SG;2;4;180;4;8
7918;13649;2019;81;Philippines;PH;2;4;88;2;6
10786;18514;2019;81;Japan;PH;2;4;149;4;8
6034;10401;2019;5;Japan;AU;2;4;88;4;8
13244;22720;2019;43;Japan;ID;2;4;58;4;8
6027;10387;2019;43;Indonesia;ID;2;3;240;2;5
1212;2075;2019;43;Indonesia;ID;2;4;58;2;6
15037;25696;2019;5;Japan;AU;2;2;118;4;6
3508;5920;2019;81;Australia;PH;2;3;486;4;7
13211;22660;2019;43;Indonesia;ID;2;4;58;2;6
3967;6772;2019;43;United Kingdom;ID;2;2;664;4;6
1254;2146;2019;43;Japan;ID;2;2;364;4;6
2002;3398;2019;43;United Kingdom;ID;2;3;58;4;7
8596;14810;2019;43;Indonesia;ID;2;2;271;2;4
2004;3406;2019;81;Indonesia;PH;2;2;58;2;4
8599;14814;2019;43;USA;ID;2;2;58;4;6
2005;3410;2019;43;Japan;ID;2;2;608;4;6
11447;19659;2019;43;Australia;ID;2;4;302;4;8
17061;29217;2019;43;Indonesia;ID;2;4;363;2;6
13201;22643;2019;43;Indonesia;ID;2;2;58;2;4
15085;25769;2019;81;USA;PH;2;2;240;4;6
7945;13700;2019;81;USA;PH;2;2;332;4;6
1265;2169;2019;43;Indonesia;ID;2;3;240;2;5
2012;3417;2019;93;USA;SG;2;2;424;4;6
3511;5924;2019;43;China;ID;2;2;547;4;6
8615;14840;2019;43;Indonesia;ID;2;3;483;2;5
6064;10456;2019;43;France;ID;2;4;486;4;8
4148;7090;2019;43;Indonesia;ID;2;4;271;2;6
4149;7093;2019;43;USA;ID;2;2;240;4;6
15665;26779;2019;43;Australia;ID;2;2;119;4;6
12675;21716;2019;43;Italy;ID;2;2;58;4;6
2078;3503;2019;43;Indonesia;ID;2;2;180;2;4
5994;10323;2019;43;Indonesia;ID;2;3;545;2;5
17862;30608;2019;43;Indonesia;ID;2;2;210;2;4
16990;29094;2019;43;Indonesia;ID;2;4;58;2;6
3455;5820;2019;43;Japan;ID;2;3;119;4;7
7873;13578;2019;81;South Africa;PH;2;4;424;4;8
12653;21684;2019;93;Japan;SG;2;2;118;4;6
2094;3524;2019;43;Japan;ID;2;2;180;4;6
3448;5802;2019;43;South Korea;ID;2;4;58;4;8
16979;29073;2019;43;Japan;ID;2;2;88;4;6
7866;13565;2019;43;Indonesia;ID;2;4;272;2;6
8717;15015;2019;43;Japan;ID;2;3;58;4;7
1145;1980;2019;5;Australia;AU;2;4;180;4;8
1144;1979;2019;43;Singapore;ID;2;4;118;2;6
10716;18373;2019;43;Indonesia;ID;2;4;210;2;6
7883;13596;2019;43;Indonesia;ID;2;2;302;2;4
3462;5832;2019;43;Japan;ID;2;2;149;4;6
11503;19770;2019;43;USA;ID;2;2;58;4;6
17835;30568;2019;43;Indonesia;ID;2;4;118;2;6
10767;18472;2019;43;Indonesia;ID;2;4;88;2;6
12674;21716;2019;43;Iceland;ID;2;2;726;4;6
3476;5866;2019;93;Indonesia;SG;2;2;608;2;4
7900;13623;2019;5;USA;AU;2;4;58;4;8
14627;25017;2019;81;United Arab Emirates;PH;2;2;58;4;6
6626;11423;2019;43;Indonesia;ID;2;3;149;2;5
12670;21710;2019;43;Japan;ID;2;4;546;4;8
13267;22748;2019;43;Indonesia;ID;2;4;149;2;6
17837;30569;2019;43;France;ID;2;2;58;4;6
6628;11432;2019;43;Indonesia;ID;2;3;363;2;5
4165;7116;2019;43;Indonesia;ID;2;2;88;2;4
8679;14955;2019;81;Japan;PH;2;4;546;4;8
4167;7121;2019;43;Indonesia;ID;2;3;394;2;5
12664;21702;2019;43;Italy;ID;2;4;118;4;8
11444;19654;2019;43;Australia;ID;2;3;664;4;7
6585;11353;2019;5;Indonesia;AU;2;4;302;2;6
15628;26727;2019;81;Philippines;PH;2;3;302;2;5
4028;6865;2019;43;Indonesia;ID;2;4;58;2;6
1386;2383;2019;93;Hong Kong;SG;2;4;608;4;8
1931;3281;2019;43;Indonesia;ID;2;4;119;2;6
6155;10627;2019;43;Japan;ID;2;4;664;4;8
3574;6040;2019;43;Japan;ID;2;2;608;4;6
1938;3295;2019;81;Indonesia;PH;2;2;424;2;4
1373;2357;2019;43;USA;ID;2;2;58;4;6
10918;18730;2019;43;Indonesia;ID;2;2;364;2;4
15583;26656;2019;93;Singapore;SG;2;4;118;2;6
6146;10605;2019;43;Indonesia;ID;2;4;58;2;6
12747;21861;2019;43;Japan;ID;2;4;58;4;8
15161;25910;2019;93;Japan;SG;2;2;271;4;6
13135;22512;2019;81;Singapore;PH;2;4;149;2;6
4021;6853;2019;43;Japan;ID;2;2;180;4;6
8521;14681;2019;16;Canada;CA;2;2;302;4;6
15153;25902;2019;81;South Korea;PH;2;2;118;4;6
13118;22487;2019;43;Indonesia;ID;2;4;180;2;6
12761;21886;2019;43;Indonesia;ID;2;3;241;2;5
10940;18765;2019;81;Philippines;PH;2;3;88;2;5
15199;25986;2019;76;Colombia;NZ;2;2;58;4;6
17613;30174;2019;43;Indonesia;ID;2;3;363;2;5
17156;29385;2019;43;Australia;ID;2;4;726;4;8
11362;19532;2019;43;Japan;ID;2;4;180;4;8
6186;10689;2019;93;Singapore;SG;2;2;58;2;4
8465;14586;2019;93;Japan;SG;2;3;363;4;7
10956;18793;2019;81;Australia;PH;2;3;516;4;7
3978;6791;2019;43;Singapore;ID;2;4;180;2;6
17639;30210;2019;43;Japan;ID;2;2;118;4;6
8028;13839;2019;81;Philippines;PH;2;2;455;2;4
1916;3246;2019;43;Indonesia;ID;2;4;58;2;6
3591;6078;2019;81;Thailand;PH;2;3;58;4;7
13108;22470;2019;43;Indonesia;ID;2;4;88;2;6
12764;21888;2019;43;Indonesia;ID;2;2;88;2;4
6170;10656;2019;43;Indonesia;ID;2;4;210;2;6
17115;29321;2019;43;Japan;ID;2;4;58;4;8
1953;3312;2019;81;Philippines;PH;2;2;118;2;4
15626;26721;2019;43;Denmark;ID;2;2;486;4;6
4030;6871;2019;81;Philippines;PH;2;4;210;2;6
11425;19627;2019;81;USA;PH;2;2;118;4;6
1309;2252;2019;81;Thailand;PH;2;3;363;4;7
12720;21799;2019;43;Indonesia;ID;2;2;180;2;4
3534;5974;2019;55;Philippines;KP;2;3;58;2;5
12719;21798;2019;43;Japan;ID;2;2;58;4;6
3531;5964;2019;81;Japan;PH;2;2;361;4;6
4071;6957;2019;43;Hong Kong;ID;2;4;424;4;8
17733;30375;2019;43;Indonesia;ID;2;4;58;2;6
10854;18621;2019;81;Australia;PH;2;4;58;4;8
4072;6958;2019;43;Indonesia;ID;2;2;58;2;4
6094;10519;2019;43;Australia;ID;2;2;149;4;6
1291;2221;2019;43;Indonesia;ID;2;2;88;2;4
7956;13713;2019;81;Japan;PH;2;4;210;4;8
10843;18611;2019;81;Philippines;PH;2;4;180;2;6
15101;25805;2019;43;Japan;ID;2;4;364;4;8
1312;2260;2019;81;Philippines;PH;2;4;58;2;6
10864;18638;2019;103;USA;US;2;4;149;4;8
3537;5984;2019;81;Philippines;PH;2;2;364;2;4
15137;25874;2019;93;Thailand;SG;2;2;394;4;6
12740;21850;2019;43;Australia;ID;2;4;664;4;8
13145;22530;2019;43;Indonesia;ID;2;2;149;2;4
17691;30290;2019;43;Indonesia;ID;2;3;544;2;5
10892;18692;2019;43;Indonesia;ID;2;3;58;2;5
15598;26673;2019;43;Indonesia;ID;2;4;88;2;6
10887;18682;2019;81;USA;PH;2;2;608;4;6
12731;21820;2019;43;Japan;ID;2;3;608;4;7
8561;14756;2019;93;USA;SG;2;4;664;4;8
11413;19612;2019;81;Philippines;PH;2;2;424;2;4
17095;29283;2019;43;France;ID;2;2;180;4;6
17711;30334;2019;93;Indonesia;SG;2;4;240;2;6
12725;21811;2019;43;Indonesia;ID;2;2;118;2;4
12724;21809;2019;43;Indonesia;ID;2;2;364;2;4
7974;13743;2019;43;China;ID;2;2;455;4;6
5638;9675;2019;43;United Kingdom;ID;2;2;118;4;6
17615;30178;2019;43;France;ID;2;2;636;4;6
14626;25012;2019;43;Japan;ID;2;4;58;4;8
14366;24575;2019;43;USA;ID;2;4;118;4;8
11972;20580;2019;43;South Korea;ID;2;4;58;4;8
9446;16211;2019;93;Japan;SG;2;4;118;4;8
9444;16209;2019;81;Japan;PH;2;2;118;4;6
9438;16202;2019;93;USA;SG;2;2;88;4;6
9437;16202;2019;93;Singapore;SG;2;2;363;2;4
14354;24554;2019;43;Japan;ID;2;4;726;4;8
4576;7863;2019;103;Japan;US;2;2;180;4;6
14357;24559;2019;43;Indonesia;ID;2;2;516;2;4
7012;12096;2019;43;Singapore;ID;2;2;58;2;4
4850;8326;2019;43;Indonesia;ID;2;4;58;2;6
7009;12094;2019;43;Indonesia;ID;2;2;88;2;4
14364;24571;2019;43;Indonesia;ID;2;2;364;2;4
350;597;2019;43;Indonesia;ID;2;4;58;2;6
352;599;2019;43;Maldives;ID;2;4;546;4;8
5375;9249;2019;43;South Korea;ID;2;3;180;4;7
13840;23695;2019;93;USA;SG;2;4;58;4;8
7007;12090;2019;43;Canada;ID;2;2;271;4;6
16078;27518;2019;43;Indonesia;ID;2;2;302;2;4
16492;28189;2019;81;USA;PH;2;3;58;4;7
18622;31954;2019;43;USA;ID;2;2;58;4;6
2604;4406;2019;43;South Korea;ID;2;2;58;4;6
2602;4405;2019;81;Philippines;PH;2;4;149;2;6
9409;16157;2019;81;Philippines;PH;2;4;118;2;6
11944;20537;2019;72;USA;MY;2;4;58;4;8
379;654;2019;43;Japan;ID;2;3;149;4;7
18603;31925;2019;43;Indonesia;ID;2;3;516;2;5
13819;23661;2019;43;Singapore;ID;2;4;58;2;6
9396;16136;2019;43;South Korea;ID;2;2;118;4;6
18659;32023;2019;43;South Korea;ID;2;3;58;4;7
7026;12116;2019;43;Australia;ID;2;2;149;4;6
512;873;2019;43;Indonesia;ID;2;4;364;2;6
11989;20613;2019;81;Japan;PH;2;4;394;4;8
18711;32120;2019;43;Japan;ID;2;2;149;4;6
14304;24467;2019;103;USA;US;2;3;424;4;7
9494;16312;2019;81;Hong Kong;PH;2;4;149;4;8
3000;5035;2019;93;South Korea;SG;2;3;271;4;7
2656;4485;2019;43;Japan;ID;2;3;118;4;7
18703;32106;2019;43;Indonesia;ID;2;4;58;2;6
7357;12693;2019;43;Japan;ID;2;2;88;4;6
4901;8413;2019;93;Singapore;SG;2;2;58;2;4
5350;9198;2019;5;United Kingdom;AU;2;2;88;4;6
14313;24484;2019;43;France;ID;2;2;546;4;6
9482;16295;2019;93;Turkey;SG;2;2;546;4;6
2650;4475;2019;43;Indonesia;ID;2;2;88;2;4
14319;24489;2019;81;United Arab Emirates;PH;2;2;119;4;6
5357;9218;2019;43;Indonesia;ID;2;4;179;2;6
14336;24524;2019;43;Indonesia;ID;2;2;424;2;4
9998;17171;2019;43;Japan;ID;2;2;58;4;6
16107;27553;2019;43;Thailand;ID;2;3;726;4;7
18681;32059;2019;43;Indonesia;ID;2;3;180;2;5
7368;12709;2019;43;Indonesia;ID;2;2;333;2;4
18676;32053;2019;43;Australia;ID;2;3;58;4;7
18675;32052;2019;43;USA;ID;2;4;58;4;8
5365;9229;2019;43;Japan;ID;2;3;58;4;7
306;511;2019;81;Philippines;PH;2;2;241;2;4
14330;24511;2019;81;France;PH;2;3;149;4;7
14332;24512;2019;43;Japan;ID;2;4;58;4;8
11981;20597;2019;43;Japan;ID;2;2;516;4;6
3016;5059;2019;93;Japan;SG;2;3;58;4;7
14335;24523;2019;43;Indonesia;ID;2;4;180;2;6
14395;24630;2019;43;Indonesia;ID;2;3;422;2;5
16509;28223;2019;43;Indonesia;ID;2;2;726;2;4
3058;5133;2019;43;Indonesia;ID;2;3;58;2;5
9310;16002;2019;93;Singapore;SG;2;2;211;2;4
11900;20458;2019;81;USA;PH;2;2;332;4;6
16031;27454;2019;43;Indonesia;ID;2;3;272;2;5
4759;8170;2019;81;USA;PH;2;2;664;4;6
6963;12001;2019;43;Japan;ID;2;2;180;4;6
11897;20452;2019;81;Philippines;PH;2;3;302;2;5
3096;5201;2019;43;Indonesia;ID;2;4;58;2;6
18520;31795;2019;43;Indonesia;ID;2;2;88;2;4
10143;17410;2019;43;Indonesia;ID;2;4;179;2;6
5483;9421;2019;39;Indonesia;HK;2;3;149;2;5
12364;21211;2019;43;South Korea;ID;2;4;118;4;8
11888;20436;2019;43;Japan;ID;2;2;88;4;6
5487;9425;2019;43;USA;ID;2;4;58;4;8
9311;16003;2019;43;Japan;ID;2;2;58;4;6
3101;5208;2019;81;Japan;PH;2;4;302;4;8
18592;31911;2019;103;France;US;2;2;88;4;6
2531;4301;2019;43;Australia;ID;2;2;486;4;6
485;831;2019;43;Indonesia;ID;2;2;271;2;4
10157;17437;2019;43;Australia;ID;2;4;58;4;8
490;839;2019;43;Indonesia;ID;2;4;58;2;6
6949;11978;2019;43;Indonesia;ID;2;4;88;2;6
10164;17445;2019;43;Indonesia;ID;2;2;88;2;4
13743;23535;2019;43;Japan;ID;2;2;58;4;6
5504;9448;2019;43;Mexico;ID;2;4;240;4;8
12376;21232;2019;81;Japan;PH;2;2;271;4;6
2517;4282;2019;81;Philippines;PH;2;4;118;2;6
14488;24785;2019;0;Indonesia;AE;2;2;118;2;4
11869;20399;2019;43;Japan;ID;2;4;58;4;8
4718;8104;2019;43;Indonesia;ID;2;4;424;2;6
10131;17391;2019;43;Indonesia;ID;2;4;241;2;6
2547;4324;2019;43;Indonesia;ID;2;2;58;2;4
16035;27462;2019;43;Indonesia;ID;2;4;119;2;6
11908;20470;2019;43;Indonesia;ID;2;3;241;2;5
10077;17293;2019;43;Indonesia;ID;2;3;58;2;5
11931;20515;2019;43;Indonesia;ID;2;2;119;2;4
16516;28232;2019;97;USA;TH;2;2;58;4;6
10089;17315;2019;43;Indonesia;ID;2;2;302;2;4
5441;9357;2019;43;Indonesia;ID;2;2;391;2;4
13797;23621;2019;43;USA;ID;2;3;424;4;7
7432;12806;2019;81;Philippines;PH;2;2;180;2;4
16051;27481;2019;97;Japan;TH;2;3;516;4;7
12343;21177;2019;81;Philippines;PH;2;2;486;2;4
10103;17339;2019;43;Indonesia;ID;2;4;210;2;6
420;729;2019;43;Australia;ID;2;4;424;4;8
16047;27481;2019;97;Austria;TH;2;4;726;4;8
9357;16068;2019;43;Indonesia;ID;2;4;180;2;6
9356;16067;2019;103;Spain;US;2;2;424;4;6
18559;31849;2019;43;Japan;ID;2;2;118;4;6
10108;17352;2019;43;Indonesia;ID;2;2;58;2;4
4783;8218;2019;43;Japan;ID;2;4;664;4;8
431;742;2019;81;Philippines;PH;2;2;58;2;4
3078;5175;2019;81;USA;PH;2;2;118;4;6
13784;23605;2019;81;USA;PH;2;4;393;4;8
5456;9379;2019;43;Indonesia;ID;2;2;302;2;4
437;749;2019;81;Japan;PH;2;2;302;4;6
18548;31839;2019;43;Indonesia;ID;2;2;88;2;4
13781;23603;2019;43;Indonesia;ID;2;4;302;2;6
441;755;2019;43;South Korea;ID;2;2;486;4;6
3081;5179;2019;81;Japan;PH;2;4;58;4;8
5463;9389;2019;43;Indonesia;ID;2;4;58;2;6
9977;17129;2019;81;Australia;PH;2;2;546;4;6
13890;23780;2019;43;Indonesia;ID;2;2;58;2;4
7047;12166;2019;81;Philippines;PH;2;2;58;2;4
2904;4885;2019;81;USA;PH;2;2;180;4;6
9678;16612;2019;43;Indonesia;ID;2;4;58;2;6
2797;4717;2019;43;Japan;ID;2;4;180;4;8
16310;27884;2019;43;Indonesia;ID;2;2;58;2;4
7232;12494;2019;81;Philippines;PH;2;2;149;2;4
14030;24036;2019;93;Japan;SG;2;3;119;4;7
5194;8921;2019;81;Philippines;PH;2;2;118;2;4
7233;12495;2019;43;Indonesia;ID;2;4;333;2;6
2791;4710;2019;81;Indonesia;PH;2;4;240;2;6
18885;32424;2019;81;USA;PH;2;2;302;4;6
5200;8931;2019;43;Indonesia;ID;2;4;88;2;6
5058;8691;2019;43;Indonesia;ID;2;3;88;2;5
16319;27897;2019;43;Australia;ID;2;2;58;4;6
16207;27716;2019;35;USA;GB;2;2;180;4;6
7130;12307;2019;43;Singapore;ID;2;2;118;2;4
9860;16912;2019;5;Australia;AU;2;3;58;4;7
16329;27913;2019;43;Indonesia;ID;2;3;58;2;5
7249;12525;2019;43;Indonesia;ID;2;4;210;2;6
2773;4680;2019;93;Thailand;SG;2;4;58;4;8
2909;4892;2019;43;Indonesia;ID;2;4;118;2;6
2768;4672;2019;103;USA;US;2;3;486;4;7
7254;12532;2019;43;Australia;ID;2;4;486;4;8
7125;12298;2019;72;Japan;MY;2;2;302;4;6
14000;23975;2019;16;Japan;CA;2;2;58;4;6
12206;20935;2019;81;Philippines;PH;2;2;664;2;4
2914;4901;2019;43;Indonesia;ID;2;4;58;2;6
12207;20937;2019;43;Indonesia;ID;2;2;88;2;4
14186;24295;2019;103;France;US;2;2;88;4;6
14189;24302;2019;43;Australia;ID;2;3;118;4;7
73;124;2019;81;Philippines;PH;2;2;486;2;4
2800;4721;2019;43;Indonesia;ID;2;4;58;2;6
9681;16615;2019;93;Japan;SG;2;2;636;4;6
7227;12487;2019;43;Japan;ID;2;4;241;4;8
4;9;2019;43;Indonesia;ID;2;2;58;2;4
7176;12398;2019;43;Indonesia;ID;2;4;58;2;6
5141;8837;2019;16;Indonesia;CA;2;4;149;2;6
16267;27821;2019;93;Singapore;SG;2;2;149;2;4
18957;32542;2019;39;USA;HK;2;2;241;4;6
9733;16709;2019;43;United Kingdom;ID;2;2;118;4;6
9753;16739;2019;81;Philippines;PH;2;4;240;2;6
9757;16745;2019;81;Philippines;PH;2;2;149;2;4
9758;16747;2019;81;South Korea;PH;2;2;58;4;6
5146;8847;2019;43;Indonesia;ID;2;4;664;2;6
18945;32525;2019;43;Indonesia;ID;2;3;363;2;5
5152;8854;2019;43;France;ID;2;2;363;4;6
9717;16691;2019;93;Japan;SG;2;3;58;4;7
9716;16690;2019;81;Philippines;PH;2;4;241;2;6
12136;20837;2019;43;Japan;ID;2;4;58;4;8
35;61;2019;43;Japan;ID;2;4;58;4;8
12130;20832;2019;81;South Korea;PH;2;4;486;4;8
16236;27760;2019;43;Australia;ID;2;2;608;4;6
44;84;2019;81;Italy;PH;2;2;118;4;6
7157;12358;2019;81;Japan;PH;2;2;608;4;6
2878;4840;2019;81;Indonesia;PH;2;3;364;2;5
7219;12474;2019;43;Indonesia;ID;2;3;333;2;5
9689;16632;2019;43;Australia;ID;2;4;302;4;8
5083;8742;2019;81;Philippines;PH;2;4;58;2;6
64;112;2019;43;France;ID;2;2;58;4;6
5183;8901;2019;81;South Korea;PH;2;2;180;4;6
68;116;2019;35;USA;GB;2;2;58;4;6
16187;27688;2019;43;Indonesia;ID;2;4;58;2;6
7108;12272;2019;43;Japan;ID;2;4;608;4;8
7049;12168;2019;43;USA;ID;2;2;486;4;6
18743;32178;2019;103;USA;US;2;2;58;4;6
212;350;2019;43;Indonesia;ID;2;3;211;2;5
16407;28045;2019;43;Indonesia;ID;2;2;271;2;4
2971;4992;2019;43;France;ID;2;2;486;4;6
5303;9124;2019;43;Indonesia;ID;2;3;302;2;5
14263;24402;2019;93;Australia;SG;2;2;514;4;6
9935;17029;2019;81;Philippines;PH;2;2;210;2;4
7327;12643;2019;43;Singapore;ID;2;4;210;2;6
12263;21050;2019;43;Indonesia;ID;2;4;240;2;6
13919;23837;2019;43;Singapore;ID;2;4;302;2;6
16419;28056;2019;43;Indonesia;ID;2;2;58;2;4
18747;32187;2019;93;Japan;SG;2;4;118;4;8
16421;28058;2019;43;Indonesia;ID;2;2;272;2;4
9528;16370;2019;43;Indonesia;ID;2;4;302;2;6
5318;9147;2019;43;USA;ID;2;4;424;4;8
14202;24320;2019;43;Indonesia;ID;2;3;545;2;5
240;403;2019;43;Indonesia;ID;2;3;210;2;5
9955;17076;2019;43;Indonesia;ID;2;4;88;2;6
9521;16357;2019;16;Canada;CA;2;2;363;4;6
5323;9155;2019;43;New Zealand;ID;2;2;516;4;6
16428;28070;2019;43;Indonesia;ID;2;2;240;2;4
9515;16346;2019;43;France;ID;2;4;58;4;8
7053;12178;2019;43;Japan;ID;2;4;58;4;8
14290;24445;2019;43;Indonesia;ID;2;2;118;2;4
13899;23801;2019;93;Indonesia;SG;2;2;149;2;4
9967;17105;2019;43;Indonesia;ID;2;4;88;2;6
7345;12674;2019;43;Japan;ID;2;4;58;4;8
12278;21071;2019;23;Indonesia;CZ;2;2;149;2;4
9505;16330;2019;43;USA;ID;2;3;118;4;7
4953;8506;2019;43;Australia;ID;2;2;180;4;6
9549;16398;2019;43;Thailand;ID;2;3;546;4;7
16402;28040;2019;43;Indonesia;ID;2;4;88;2;6
18774;32239;2019;43;Australia;ID;2;2;516;4;6
5248;9030;2019;43;Indonesia;ID;2;2;119;2;4
7282;12579;2019;43;Australia;ID;2;4;364;4;8
7284;12580;2019;43;Indonesia;ID;2;2;302;2;4
13970;23923;2019;93;USA;SG;2;4;58;4;8
13969;23922;2019;43;United Kingdom;ID;2;2;58;4;6
7285;12580;2019;43;Japan;ID;2;2;608;4;6
14217;24337;2019;93;Singapore;SG;2;2;58;2;4
2940;4947;2019;43;Indonesia;ID;2;4;240;2;6
18815;32303;2019;43;Indonesia;ID;2;3;180;2;5
9595;16473;2019;81;Philippines;PH;2;3;180;2;5
18811;32297;2019;43;Indonesia;ID;2;3;363;2;5
12236;20994;2019;39;Japan;HK;2;4;118;4;8
12050;20711;2019;81;Philippines;PH;2;4;119;2;6
7300;12601;2019;81;South Korea;PH;2;3;180;4;7
14232;24357;2019;81;South Korea;PH;2;4;180;4;8
2952;4962;2019;81;USA;PH;2;3;118;4;7
178;287;2019;81;Singapore;PH;2;4;180;2;6
4980;8559;2019;43;Japan;ID;2;2;272;4;6
16385;28003;2019;43;Indonesia;ID;2;4;391;2;6
9905;16986;2019;39;Indonesia;HK;2;4;58;2;6
9910;16995;2019;81;Singapore;PH;2;3;485;2;5
12039;20696;2019;43;Indonesia;ID;2;2;180;2;4
9913;16999;2019;43;Japan;ID;2;3;58;4;7
12252;21034;2019;43;Indonesia;ID;2;4;302;2;6
13936;23862;2019;43;Indonesia;ID;2;3;272;2;5
5291;9100;2019;43;South Korea;ID;2;4;58;4;8
5292;9102;2019;43;Indonesia;ID;2;3;58;2;5
6939;11965;2019;43;Indonesia;ID;2;4;333;2;6
860;1450;2019;81;United Kingdom;PH;2;4;180;4;8
14594;24952;2019;93;Indonesia;SG;2;4;58;2;6
11853;20376;2019;35;USA;GB;2;2;88;4;6
15937;27289;2019;43;USA;ID;2;3;88;4;7
3190;5358;2019;43;Singapore;ID;2;3;302;2;5
13708;23480;2019;43;Indonesia;ID;2;3;58;2;5
7506;12948;2019;81;Philippines;PH;2;2;180;2;4
5621;9652;2019;43;Italy;ID;2;4;240;4;8
16599;28406;2019;43;South Korea;ID;2;2;58;4;6
2492;4232;2019;81;Philippines;PH;2;2;149;2;4
10282;17630;2019;81;Philippines;PH;2;2;210;2;4
7577;13080;2019;43;Indonesia;ID;2;2;118;2;4
12393;21256;2019;103;Japan;US;2;2;58;4;6
624;1081;2019;81;Philippines;PH;2;4;210;2;6
16626;28460;2019;43;Australia;ID;2;4;58;4;8
18458;31678;2019;43;Japan;ID;2;3;58;4;7
7531;12989;2019;43;Japan;ID;2;3;363;4;7
6874;11852;2019;81;Philippines;PH;2;2;119;2;4
14605;24974;2019;43;Japan;ID;2;4;118;4;8
10245;17570;2019;43;Indonesia;ID;2;2;486;2;4
14549;24878;2019;81;Japan;PH;2;3;608;4;7
4591;7883;2019;43;USA;ID;2;4;119;4;8
2496;4238;2019;43;Indonesia;ID;2;3;118;2;5
2408;4094;2019;43;Indonesia;ID;2;2;118;2;4
2461;4190;2019;43;Indonesia;ID;2;4;58;2;6
14582;24930;2019;43;Indonesia;ID;2;3;179;2;5
9210;15833;2019;43;Indonesia;ID;2;4;58;2;6
2433;4135;2019;43;USA;ID;2;4;58;4;8
13651;23393;2019;103;USA;US;2;4;210;4;8
11858;20381;2019;43;New Zealand;ID;2;2;179;4;6
528;905;2019;81;Japan;PH;2;4;664;4;8
10248;17574;2019;43;Indonesia;ID;2;3;241;2;5
